system_id,sentence
1641,楊晴倪嘉徽
1641,完整新聞標題
1641,傳台爭取張忠謀單獨見拜登白宮依循慣例
1641,完整新聞內文
1641,代表蔡總統參加峰會的張忠謀，已經抵達舊金山，駐美代表蕭美琴特別設宴款待
1641,現
1641,在傳出台灣積極安排張忠謀與美國總統拜登，單獨會面
1641,白宮方面只簡短表示會依循慣
1641,例，由於跟年，張忠謀都曾在上與美國代表會面，確實有成真機率
1641,現場響起熱烈掌聲，台積電創辦人張忠謀，牽愛妻的手現身
1641,兩人親切揮手致意，在舊金山下榻飯店，接受僑胞們的歡迎
1641,台僑迎接張忠謀夫婦台灣加油
1641,為台灣加油齊喊口號，不只約有名僑胞守候，駐美代表蕭美琴也在當晚設宴款待
1641,駐美代表蕭美琴我非常榮幸可以在這裡，歡迎張忠謀領袖代表，再度地代表台灣率團
1641,出席，經濟領袖會議
1641,這回是張忠謀第七度代表台灣，參加領袖峰會，也是第六次接受蔡總統指派
1641,領袖代表張忠謀今天是蕭代表，歡迎我們從台灣來的人，我在這謝謝她
1641,晚宴上大夥舉杯致意，席開近桌多人出席，現在盛傳台灣正積極安排，讓張忠謀跟
1641,拜登會面，白宮官員表示會依循往例
1641,特派記者倪嘉徽至於拜登見張忠謀，白宮資深官員表示台北代表參與，
1641,張忠謀和美方官員會有適當的交流，而這也是符合過去的慣例
1641,去年張忠謀和美國領袖代表賀錦麗，在泰國有雙邊會談，年也和彭斯會面，所謂的
1641,依循往例，是不是真有機會見到拜登
1641,記者張忠謀妻子張淑芬領袖代表來到舊金山感覺怎麼樣
1641,剛下飛機
1641,有沒
1641,有要和拜登安排見面嗎
1641,不過張忠謀沒有多透露，究竟會不會會會美國總統拜登，似乎定局前雙方口風都很緊
1641,完整新聞連結或短網址不可用等轉載媒體
1641,////
1641,備註
1642,備註請放最後面違者新聞文章刪除
1642,媒體來源
1642,今日
1642,記者署名
1642,記者林怡昕台北報導
1642,完整新聞標題
1642,跨世代低薪怎解
1642,柯文哲喊產業升級是關鍵沒台積電還剩什麼
1642,完整新聞內文
1642,民眾黨總統參選人柯文哲今日出席今日新聞舉辦的總統大選青
1642,年論壇總統大選青年面試官，被問及青年如何擺脫低薪
1642,柯文哲認為，台灣低薪
1642,，就是因為產業升級失敗，還有教育出來的學生不符合市場所需，強調該關的學校先關
1642,掉半，經費再拉高，開始投資，低薪問題才有辦法解決
1642,面對民團台灣勞工陣線提問，台灣部份產業面臨缺工情況，企業不願意提高勞動條
1642,件，卻以青年不願從事該產業為由，要求開放移工，方面剝奪青年就業機會，另方面
1642,也抑止薪資提升
1642,總統參選人除了最低工資政策外，如何提出其它積極有效的工資提升
1642,政策，讓台灣青年擺脫低薪，擁有個可以看見未來的勞動環境
1642,柯文哲直言，台灣低薪，就是因為產業升級失敗，還有教育出來的學生不符合市場所需
1642,他說，自己在中南部走基層時，很難跟這些老闆講實話，如果企業因為缺外勞不能運作，
1642,我現在應該告訴你應該關門，表示產業沒有升級
1642,柯文哲說，現在會跟畢業生競爭者不在中國印度巴西等國家，因為地球是平的，薪水
1642,拉高，產業就外移，什麼樣的產業不會外移，除非是高附加價值產業，有技術性，產
1642,業就不會外移，像是代工業薪水拉高，產業就搬到長三角越南非洲等地
1642,聽實話是最痛苦的事，台灣沒有家大學在世界排名百名內，你憑什麼認為你有辦法
1642,產業升級
1642,，柯文哲說，香港有家新加坡有家頂尖大學，不過人口數都輸台灣
1642,台
1642,積電在台灣出現是個意外，如果把台積電拿掉，台灣現在還剩下什麼
1642,整個國家沒有產業
1642,競爭力，你怎麼會認為，你有辦法做高薪
1642,因此就是教育出問題
1642,柯文哲認為，該關的學校先關掉半，經費再拉高，開始投資，也許經過十年後，台灣才
1642,有辦法兩三家大學進入世界排名，絕對不要幻想你沒有投資，就要升級
1642,完整新聞連結或短網址不可用等轉載媒體
1642,////
1642,備註
1643,影片中提到目前印度有個國家有簽約了還在討論的有以下
1643,///
1643,我看底下留言
1643,台灣總統以後是印度人
1643,台積電老闆以後是印度人
1643,台灣比中國友好但害怕戰爭發生
1643,想要去日韓歐俄其它國家
1643,台灣給薪水其實很低但至少比印度好
1643,國內年輕人失業率可以解決些這點最多人講
1643,可以跟大學合作工作後可以帶些半導體技術回來
1643,發生戰爭時台灣希望我們印度可以跟他們站在起，現在才出這個方法
1643,很多人會學中文
1643,台灣要不要承認是印度的個省
1643,印度勞工是認真負責愛國
1643,很多人留言有興趣來台灣但沒有人留言說要來台犯罪
1643,有人現實生活中有印度朋友嗎
1644,辭掉副理職澳洲打工度假月領萬
1644,他待半年爽喊不想回台灣
1644,記者施怡妏綜合報導
1644,台灣人赴澳打工度假相當流行，不少年輕人選擇飛往遠在南半球的澳洲，邊旅遊邊
1644,打工賺錢，就有網友指出，辭去副理的工作，飛去澳洲體驗人生，半年過去，生活過得很爽
1644,，每周薪水澳幣約新台幣萬元，放假就是去海邊喝酒玩樂，不想回台灣
1644,了
1644,原在發文，在國外待陣子就不想回國了
1644,想趁年輕時多看看，因此辭掉每月薪
1644,水萬千元的副理職，到澳洲開啟新生活，第個月很想家，哭著打給家人，媽媽要他堅強
1644,，還不准他回家，如今半年過去了，真的有夠爽
1644,他透露，
1644,每周薪水稅後澳幣約新台幣萬元，放假就是去海邊看辣妹跟室友
1644,坐在門口喝啤酒
1644,，本來只想賺年的快錢，當作去日本讀語言學校的學費，結果現在不想離
1644,開了，準備要在澳洲學個技職，繼續待在這邊
1644,他坦言，在台灣的生活也不錯，但是薪
1644,水實在太低，澳洲這個薪水，真的香
1644,貼文出，網友感嘆，有機會本來就該出國，待在台灣有夠慘趁早移民，才能翻轉
1644,人生正確給推，不要兩年後回來哭哭就好我弟好幾個同學在那爽，還開公司
1644,了，動不動就是出去玩的照片，對比台積電的朋友，連看場電影的時間都沒，哭啊人
1644,生就是選擇，選擇自己喜歡的就好其實國外本來就比台灣好混澳洲超舒服，比
1644,台灣舒服倍吧
1644,但也有網友開酸，有種不要回台灣看醫生，不要用我們的健保看到這種我都不免酸
1644,兩句，請放棄健保
1644,也有網友指出，當初去兩年，還是覺得很常受到歧視，走在路上被
1644,比中指，去超市店員嘴臉遇到亞洲人明顯變得很臭的，雖然不是每個都這麼機掰，但是還是
1644,很北種族歧視很嚴重，我絕對不住在那邊
1644,///
1645,我朋友肥宅上個月月底才剛新婚
1645,似乎他老婆很兇管很多
1645,看他的臉色不太好，副哀怨的樣子
1645,今天肥宅整個人居然不樣了
1645,連肥宅//買在的台積電，都看破出掉了
1645,問他為什麼，
1645,他居然說真正的自由只有失去自由才懂
1645,原來我只是自由的奴隸
1645,追問，才知道是他老婆回娘家
1645,回娘家回肥宅家
1645,居然只是短短的自由就改變了他
1645,體驗過真正的自由真的會改變人心
1645,有掛否
1646,看看之前美國官員直急著訪中
1646,葉倫更急著直吵著要中國買美債
1646,以及此次為了習訪美，民主的美國舊金山，還把萬多名低端流浪漢趕走
1646,拜登更是高興地與習散步講悄悄話
1646,這是不是美國要把台灣打包賣掉的前奏
1646,其實台灣對美國的價值越來越低
1646,美國台積電已經到手
1646,美國奴才台日韓的能源本來都從中東進口
1646,可是現在中東與美國關係不好
1646,美國也要推銷自己的高價能源
1646,因此眾奴才只能從美國進口能源
1646,這表示台海航道相對不重要
1646,再加上綠奴們連兵都不想當
1646,連金孫都放在美國
1646,美國的代理人戰爭打不起來
1646,綠糞的價值只剩幾百億的廢鐵軍購與吃毒萊豬
1646,反觀中國可買上千億美債
1646,美國這種資本主義的國家，只要利益夠，連自己老木都能賣，此點跟綠糞沒兩樣
1646,因此，台灣算個屁啊，能賣就賣囉，是不是這樣
1646,到底能不能疑美
1647,大師你廢話了堆
1647,除了藍綠對抗以外
1647,有什麼民進黨執政的好處嗎
1647,唯講的大概是
1647,民進黨執政的好處就是不讓國民黨執政
1647,但是反過來
1647,投國民黨的好處就是不讓民進黨執政
1647,現在後面的誘因明顯比前者大阿
1647,原因就是這部影片
1647,///
1647,_
1647,ㄎㄎ
1647,你都說中美貿易戰了和民進黨有什麼關係
1647,民進黨讓美國打的中美貿易戰
1647,中美貿易戰覺得和民進黨有關係的人問題真的很督嚕督嚕搭搭搭
1647,但綠共很快地就消除了這個唯
1647,站對邊台積電搬那邊
1648,台灣寧願有十家捷安特也不要有家台積電
1648,台積電吃台灣人才吃台灣能源
1648,還不如捷安特貢獻大
1648,明年會有捷安特十家來取代台積電了嗎
1649,因為你只看你想看的阿
1649,國民黨十大建設你當垃圾阿
1649,國民黨的台積電被垃圾賣到全世界阿
1649,國民黨蓋的水庫供應多少地區不缺水，你有在看嗎
1649,講這麼多屁話
1649,你就直接說到年，這中間年是不是沒有建設
1649,"還是每個建設都跟民進黨前新竹市長林智堅""整修""的新竹球場樣不能用"
1649,你要不要去跟丁守中做好朋友啊
1649,他的時間好像也停住了
1649,你的時間是不是停在年沒有動過
1649,你有開車開過高二高雪隧嗎
1649,你坐過高鐵嗎
1649,你搭過捷運嗎
1649,你是不是還在嫁妝牛車啊
1649,你有用過多元支付嗎
1649,時間都過了年了
1649,你繼續活在日治時代好了
1649,然後你知道日本殺台灣人更用心嗎
1649,////
1649,日本人殖民台灣到底多殘忍
1649,揭日軍屠殺原住民震撼影像父親遭反綁虐殺，孩童無助愣
1649,在旁
1649,//////
1649,日機密檔案日本佔領臺灣時期，屠殺萬臺灣人
1649,被掩蓋的臺灣歷史
1649,☆來源臺灣
1649,內社
1649,////_
1649,日本人屠殺台灣人，比較有名的歷史事件有
1649,/////
1649,日據時代臺灣張最恐怖的照片
1649,看到日本人殺了這麼多台灣人，你爽不爽
1649,你是不是看著日本人蓋的水庫有幸福的感覺
1650,老實說，這究竟是不是步臭棋目前為止還很難說，看完昨天柯文哲上面對面的
1650,專訪，裡面就有提到其實大多數都跟之前幕僚談的樣，唯二改動的地方只有
1650,原本要求談好後再開始做對比式民調，而不是往前追溯至/號的民調
1650,柯文哲在第六點上寫下
1650,柯文哲也透露，自己有在會場留下伏筆，凡是監督制衡的我要，所以才會簽在上面，
1650,例如法務部財政部金管會主計總處國家傳播通訊委員會等單位，民眾黨
1650,要管人監督的單位，這是最大原則，因為他不相信國民黨，所以定要保留監督的權力
1650,所以有些人故意要說成幕僚完全不知情的話就省省吧，是不知道他會改這兩點，
1650,而不是對於內容完全不知情
1650,柯文哲十有九點九是副手了，那不如來看看當副手真的這麼不好嗎
1650,首先必須要認清點，的總統絕對不好當，而且極有可能會成為台灣史上唯個
1650,無法連任的總統，為何這麼說
1650,因為當前的國際情勢並不好，烏克蘭以色列都在戰爭，美國是沒有餘力照顧台灣，
1650,另外就是我們八年前的五缺並沒有得到改善，甚至更變本加厲，缺水缺電各種情況都有
1650,大家自豪的台積電可能在年後失去優勢，你說年還很遠，那反過來問我們真的有準備
1650,好扶持出下個能夠支撐台灣安全的產業了嗎
1650,個產業要起來年並不長
1650,房價所得比持續拉大，生育率繼續探底，實質薪資所得還在倒退，當年民進黨很自豪的
1650,年還經濟最好，現在怎麼不敢說
1650,因為景氣燈號都是藍燈，近幾個月才回到藍黃燈啊
1650,各位自己想想，你自己遇到的問題，你所看見生活社會上的問題得到解決了嗎
1650,如果沒有，那再看看你認為藍綠會幫你解決嗎
1650,藍綠總共執政了年幫你解決了什麼問題
1650,如果沒有，那接下來這四年你自己想想，在內憂外患的情況下，你會過得很好還是很差
1650,你的不滿會持續累積還是得到釋放
1650,如果你的憤怒要解放，你會對著在野黨還是執政黨
1650,我認為台灣現在已經處於個極端的壓力鍋狀態，隨時可能引爆，勞保準備破產，
1650,的總統要不要改
1650,我們的健保需不需要再修正
1650,老實說，種種問題列下來，我都覺得接下來的總統會很淒慘，因為民怨快壓不住了
1650,而這種時候先不說柯文哲當副手可能神隱，但就如他所說，他埋的伏筆是監督單位他要，
1650,那麼作為個監督單位又是不同政黨，執政上多數不好的鍋只會是執政黨背
1650,就像現在很多人說的，誰會管你副總統是誰，那既然不管，究責的時候為什麼又會
1650,跟民眾黨有關呢
1650,反而因為民眾黨手持監督單位，還能幫著究責呢
1650,我知道有人會說國民黨就那副德行，搞不好選上後直接翻臉不認人了，誰會把餅給你
1650,民眾黨阿，那這時候就是第二條路了
1650,大家都看過高雄市從韓國瑜變成陳其邁的那段歷史，定也聽到很多人嘲諷說堆高雄人
1650,說他們欠陳其邁票，你覺得這種事情只會發生在綠營嗎
1650,我倒覺得是台灣老輩人的天性，至少我聽到都是大概~以上的人這麼說啦
1650,國民黨現在藍白合能占理是因為他們說自己家大業大，但現在柯文哲演出場退讓到底的
1650,戲碼給大家看了，若國民黨選上後不守信諾，那兩年後縣市長選舉就會被反撲的很慘，
1650,因為現在台灣已經是由中間選民決定勝負的時代，民眾黨會拿到很多同情票
1650,所以我個人是非常樂見藍綠繼續猛打柯文哲的，不守承諾更好
1650,以上這段是國民黨當選的情況，那如果是民進黨當選呢
1650,朱侯會受到前所未有的反噬跟罵名，同時又吃不到執政的大餅，在野已經給國民黨八年
1650,的時間表現了也做得零零落落，那還有機會家大業大嗎
1650,我看未必喔
1650,至於民進黨就很簡單，繼續這副死德行下去，台灣的未爆彈只會在接下來四年接連爆炸，
1650,後續要爬起來或再騙到這麼多人就不容易了
1650,總體來說，柯文哲這個決定我認為談得上退步海闊天空，但終究來的太突然，
1650,而且所有的前提是他必須重新拿回年輕人對他的信任感，畢竟要讓這群厭惡藍綠的人回去
1650,投給藍綠是很大的挑戰
1650,不過拉黃國昌入夥是個很好的選擇，他的年輕票也不少，監督也很有力，如果能夠吹哨者
1650,保護聯盟合作了話就更棒了
1650,總之既然下了這個決定，民眾黨就好好的臥薪嘗膽吧，然後政黨內也要好好把些瘀血
1650,給清除掉了
1650,阿說了這麼多最後還是要講，綠我是投不下去啦，但侯喔很掙扎，唯的吸引力
1650,就是民眾黨可以拿到監督單位，只是藍綠誰上對我來說真的沒差，有點不想勉強自己投
1650,以上是個人想法啦，就憋了這麼久的藍白合結束其實還挺暢快的
1651,看看日本人的居住環境工作態度
1651,台灣人是拿啥跟人家攀比
1651,而且日治時期台灣只是殖民地不是領土
1651,二等公民還是韓國人
1651,人家王族還有出席御前會議
1651,台灣人只是清國奴
1651,看看台灣的那副德性
1651,跟中國人差得了多少
1651,被歸類華國人根本剛好
1651,華國人還替台灣人規劃台積電
1651,那些皇民是有何顏面自認為是日本人
1651,做事是有人家的半精實
1651,這樣亂攀附不會引起人家困擾
1651,太不要臉了吧
1652,黃國昌之前作立委時的笑話也不少
1652,比較記得的有
1652,他說寧可要捷安特，不要台積電，但不知道捷安特也是個血汗工廠
1652,台積電對台灣的貢獻遠大於捷安特
1652,當時肯亞將抓到的詐騙犯直接交給中國時，他大罵馬英九政府
1652,後來蔡政府任內同樣的事，不記得有看到他說什麼
1652,更別替後來遣送回台灣的詐騙犯是在機場就地解散
1652,他有說什麼嗎
1653,我說的是清朝阿北李鴻章啦，是被小日本洗腦反正台灣不重要嗎，當下有沒有想翻桌，想不到台灣後來有台積電吧
1653,有沒有卦
1654,安安台嘎豪肥宅散步中
1654,如題，現在時間分
1654,///
1654,水果直營店燈火通明
1654,整條街上就他燈最亮
1654,好像電是免錢樣
1654,憑什麼做手機的要用綠能愛環保
1654,賣手機的就可以這樣浪費電
1654,有沒有蘋果根本雙標仔的卦
1654,嗯嗯
1655,朱式統計學套用在科技業良率上
1655,整個提升兩倍
1655,原本規格內自動放大變成
1655,台積電整個良率大爆發
1655,禮拜開盤還買得到嗎
1656,老早就說了
1656,舔美就對了
1656,版上堆智障白粉
1656,拷貝美牛美豬台積電買武器
1656,沒美國扶植跟技轉，你還在農業時代
1656,可惜白粉跟師傅樣腦殘，還畫等邊三角形
1656,抱歉，由始自終只有邊美國
1656,誰跟中國靠近就誰跟中國起吃樹皮
1656,沒看到斤去舔，拜登當面下馬威打臉
1656,已經不是習近平倒台的問題，而是共產黨下台民主化美國才有可能不打壓但還是會私下搞你，如歐盟
1656,韜光養晦美國現在可是很懂的
1656,意思就是弱的時候裝死，等力量夠強再幹死對手
1656,美國不會讓你有機會蓄積力量了
1656,不過白粉不懂，我建議游到對岸起過共同富裕吃樹皮的生活
1656,不然整天在台灣靠北美國真的很痛苦
1656,不要心在中國，資產遠離
1657,備註請放最後面違者新聞文章刪除
1657,媒體來源
1657,中央廣播電臺
1657,記者署名
1657,撰稿編輯謝佳興
1657,完整新聞標題
1657,張忠謀與日相岸田文雄雙邊會談半導體等產業合作
1657,完整新聞內文
1657,///
1657,日本首相岸田文雄左與台灣領袖代表台積電創辦人張忠謀右會談
1657,合成圖
1657,美聯社中央社
1657,今年領袖峰會將於美國舊金山時間今天日劃下句點，台灣代表團證實，我國
1657,領袖代表張忠謀已於日上午與日本首相岸田文雄會晤，雙方於會談中確認當前台日關係
1657,緊密良好，台日彼此為共享基本價值人員往來密切的重要夥伴及友人，雙方將攜手合作
1657,，持續強化台日關係
1657,台灣代表團表示，張忠謀及岸田文雄談及台日間的人員往來青年交流及科技產業合
1657,作等正面進展，雙方都樂見包含半導體在內的雙邊產業合作蓬勃發展，連結日漸深化
1657,台灣代表團指出，岸田文雄表達支持並鼓勵我國持續參與等國際組織也
1657,鼓勵台日透過全球合作暨訓練架構
1657,",共同貢獻國際社會，並"
1657,重申重視台灣海峽和平穩定的日方立場
1657,張忠
1657,謀也對日方重視台海的和平穩定表達感謝
1657,完整新聞連結或短網址不可用等轉載媒體
1657,//////
1657,備註
1657,真香
1657,熊本回不去了
1657,岸田需要更多
1658,我跟你說，
1658,如果政府有心，就頒布廢槍令，
1658,抓到就抄家，沒收資產充公，
1658,然後帶著公文跟特戰，
1658,每個黑幫每個黑幫抄，
1658,你覺得敢不敢，
1658,敢不敢像日治時期或軍閥時代樣，
1658,笑你家政府不敢，
1658,只敢顧門站崗，
1658,怎麼台積電尾牙不派百個人去站崗
1659,備註請放最後面違者新聞文章刪除
1659,媒體來源
1659,中央社
1659,記者署名
1659,中央社記者蔡智明雲林縣日電
1659,完整新聞標題
1659,賴清德台灣總統大選不容外來力量破壞
1659,完整新聞內文
1659,///更新
1659,民進黨總統參選人賴清德前中日在雲林出席造勢活動時表示，年來台灣人的追
1659,求，就是做自己的主人，不管對岸用軍事間諜金錢假消息企圖影響這場選舉，大家
1659,都要團結在起，堅持做自己的主人堅守民主的道路，不容任何外來力量破壞
1659,中央社
1659,記者蔡智明攝年月日
1659,民進黨總統參選人賴清德今天在雲林說，不管對岸用軍事間諜金錢假消息，企圖影
1659,響這場選舉，大家都要團結在起，堅持做自己的主人，堅守民主道路，不容外來力量的
1659,破壞
1659,賴清德上午結束嘉義行程，下午到雲林斗六參加與山線立委參選人劉建國聯合競選總部成
1659,立，再趕赴北港參加與海線立委參選人蘇治芬聯合競選總部成立
1659,行政院長陳建仁副院
1659,長鄭文燦立法院長游錫堃也到場助選
1659,北港競總成立大會封街舉行，數千民眾夾道相迎
1659,，賴清德走了近分鐘才到演講台
1659,賴清德致詞說，藍白合不合有公布沒結果，過去有人講要把國家還給人民，結果是企圖把
1659,國家還給國民黨，也講要超越藍綠，卻是先背叛自己
1659,賴清德再次強調上午在嘉義說過的話，藍白合硬湊在起，公然分贓權利，沒有民主精神
1659,，更沒有把人民放在眼底，政治上沒有負負得正，與其相信藍白合，不如堅定支持賴清德
1659,賴清德說，年來台灣人的追求，就是做自己的主人，不管對岸用軍事間諜金錢
1659,假消息，企圖影響這場選舉，大家都要團結在起，堅持做自己的主人，堅守民主的道路
1659,，不容任何外來力量的破壞
1659,賴清德指出，中國國家主席習近平近期與美國總統拜登會談，針對台灣議題，據美國官員
1659,提及習近平說法某時刻中方必須朝著總體解決問題邁進，但否認有所謂年或
1659,年武力攻打台灣的計畫
1659,賴清德說，國民黨直在造謠票投民進黨青年上戰場，是戰爭與和平的選擇，選民進
1659,黨就會發生戰爭
1659,習近平席話打臉國民黨說謊
1659,陳建仁致詞也提到藍白合，他說最近國民黨與民眾黨在談藍白合，他們只重視自己的利益
1659,，都未談到國家未來如何發展，聽起來真漏氣
1659,只有民進黨打拚要全民合，大家要合
1659,起來團結起來讓台灣愈來愈好
1659,陳建仁強調，前陣子直有人為了選舉說台灣缺水缺電，但國民黨籍雲林縣長張麗善說，
1659,雲林沒有缺水缺電，要爭取台積電來設廠，缺水缺電都是黑白講的
1659,陳建仁表示，最近有人操弄國防部計畫在雲林縣虎尾鎮設魚叉飛彈營區議題，國軍不會在
1659,虎尾屯積飛彈，只有設指揮中心，大家請放心
1659,國軍的飛彈是機動的隱密的，不要為了
1659,選舉污衊國軍
1659,編輯黃世雅
1659,民進黨總統參選人賴清德前左日到雲林斗六出席與黨籍立委參選人劉建國前右
1659,的聯合競選總部成立大會，拉著劉建國等人的手齊呼當選，場面熱絡
1659,劉建國提供
1659,中央社記者蔡智明傳真年月日
1659,民進黨總統參選人賴清德中日到雲林北港參加與黨籍立委參選人蘇治芬的聯合競總
1659,成立大會，進場時受到民眾夾道相迎，走了近分鐘才上台
1659,中央社記者蔡智明攝年
1659,月日
1659,完整新聞連結或短網址不可用等轉載媒體
1659,/////
1659,備註
1660,備註請放最後面違者新聞文章刪除
1660,媒體來源
1660,記者署名
1660,劉哲琪
1660,完整新聞標題
1660,張忠謀與拜登在場邊寒暄對話和習近平零互動
1660,完整新聞內文
1660,經濟領袖會議落幕，台灣領袖代表張忠謀表示，此行和過半以上領袖互動對話，其中
1660,不包含中國國家主席習近平
1660,此外，他僅和美國總統拜登幽默寒暄，雙方並無正式會
1660,談
1660,經濟領袖會議今天結束，外界關注張忠謀是否與拜登會晤，張忠謀下午出席國際記者
1660,會表示，他和拜登有相當多互動，但沒有正式所謂雙邊會談，不過倒是和美方多位資
1660,深官員，包含副總統賀錦麗國務卿布林肯白宮首席經濟顧問布蘭納德有極為深入討論
1660,，主軸為敦促區域和平繁榮，並強烈表達台灣希望增加供應鏈韌性
1660,至於與美方對話是否談及台灣大選，張忠謀說，他與拜登只是些社交對話，具幽默性質
1660,有媒體詢問是否談到台灣對中國經濟依賴性，張忠謀說沒有
1660,張忠謀此行和過半領袖都有談話互動，不過他提到，沒有和習主席有任何談話
1660,至於
1660,與各領袖交流議題範圍，不外乎是區域和平發展供應鏈韌性，另也談及半導體
1660,他指出，年以前，很少人有足夠好奇心詢問半導體是什麼，近來關注度大增，的確
1660,有很多領袖問我半導體到底為什麼那麼難做，可感受到大家對半導體興趣明顯攀升
1660,張忠謀表示，各國都強調促進供應鏈韌性，他則主要側重在電子尤其是半導體供應鏈方
1660,面，他也分享以台積電而言，近年除強力增加台灣產能，在美國日本也投資蠻多產能，
1660,正努力增加半導體供應鏈韌性
1660,張忠謀今年是第度代表台灣參加，被問及這次美國主辦有何不同之處，他說，我
1660,常常來舊金山，但再次回來還是很開心，今年峰會見到很多領導人與官員，這次見到
1660,的人比以前多，尤其見到特別多美國高階官員
1660,完整新聞連結或短網址不可用等轉載媒體
1660,////
1660,備註
1660,請
1661,媒體來源聯合新聞網
1661,記者署名魯永明
1661,完整新聞標題蔬果台積電青松負責人夫婦掏空潛逃海外通緝法院拍賣廠房設備
1661,完整新聞內文
1661,聯合報記者魯永明嘉義即時報導
1661,曾誇言要做蔬果界台積電的國內大型蔬果經銷及物流中心嘉義縣青松樂活科技農業
1661,公司，年月底財務跳票倒閉，董事長呂政諺夫婦搭機出境
1661,，嘉義地檢署依背信詐
1661,欺及侵占等罪偵辦，去年元月對呂政諺及妻子張秀蘭發布通緝，夫妻涉掏空公司億
1661,萬元，積欠名員工逾萬元資遣費，員工集體提告法院，法院最近依債權人聲請公
1661,告拍賣廠房設備
1661,，含裡
1661,面所有設備，位在太保市梅子厝之號，地坪建坪，不點交，法拍屋無法入內
1661,觀看
1661,民間代理法拍人員說，法拍標地可續做農用廠房，不必拆除重建
1661,認識呂家父子的農業界人士，看到青松果菜生產合作社經營的松樂活科技農業公司，負責
1661,人潛逃海外遭通緝，廠房設備閒置年多遭法拍，不勝噓唏感慨，農業看天吃飯，經營要
1661,步腳印，腳踏實地，倒閉波及員工生計及契作農民
1661,青松樂活年月爆發挪用公款跳票，董事長呂政諺與妻子張秀蘭潛逃美國，檢方指揮
1661,嘉縣調查站偵辦，受理多家受害蔬果盤商共被欠債逾千萬元，清查掏空公司億萬
1661,元，檢方發布通緝，調查局將通緝資訊放上外逃通緝犯查詢系統
1661,檢調追查，呂政諺夫妻孩子與父親呂清涼，在檢方發布境管前，搭機出境
1661,，檢方對呂政諺
1661,夫婦發布通緝，縣府勞青處介入查處，資方年發放月薪水，資遣名勞工，勞資
1661,次調解因資方缺席不成立，青松申請歇業，縣府依違反大量解雇勞工保護法處罰
1661,名
1661,勞工提勞資爭議調解，勞工代表出席，資方缺席，員工平均歲年資年，訴求資遣
1661,費及預告工資，合計多萬元，提告法院
1661,完整新聞連結
1661,//////
1661,備註
1661,在檢方發布境管前，搭機出境真厲害
1662,///
1662,//的新聞
1662,///
1662,//的新聞
1662,///
1662,//的新聞
1662,綜上
1662,//最後天看到人
1662,//出境
1662,//聯絡不到人，以往薪資月底發放，因此向縣政府通報
1662,//檢方主動調查，後續才會有境管通緝
1662,時間序釐清楚
1662,你還有什麼疑問嗎
1662,還是你覺得檢方應該在員工通報縣政府之前，就有辦法得知境管
1662,你真厲害
1663,確實有老天爺，也有因果
1663,善有善報因果不空，除了修行強到不落因果的江大小姐，因修為極度高超，做再多壞事殺
1663,再多人都沒有惡報，不受因果報應
1663,玉皇大帝關公被大小姐殺害，她立鄭成功為玉皇大帝，天上權力最大的人
1663,在地上，大選二次作弊台灣美國，暗殺許崑源
1663,有其他神明看不下去，才對台南高雄大旱，台南全年休耕高屏溪流量新低
1663,台積電高雄會不會缺水缺到無法運作，再生水廠是擋不住竇娥冤大旱
1663,無圖
1664,台灣車商漲價不手軟
1664,原物料漲車價漲
1664,日元漲車價漲
1664,美元漲車價漲
1664,工資漲車價漲
1664,景氣好車價漲
1664,台灣車商前三季賺元
1664,比台積電前三季賺元還高元
1664,"台積電多少優秀人才打拼,而且是世界第"
1664,"還賺輸車商,是車商太利害,還是政府太保護"
1664,還是民眾太買單
1665,大谷翔平的真跡
1665,///
1665,請問這樣書法的功力是不是封頂
1665,會做筆記又會規劃
1665,大谷頭腦其實很好
1665,如果不打棒球
1665,是不是能進入台積電輪班
1666,媒體來源
1666,記者署名
1666,楊淑媛
1666,完整新聞標題
1666,蔡英文桃園拜關公祈求賴清德順利當選國會過半
1666,完整新聞內文
1666,總統立委大選日逼近，總統蔡英文日由行政院副院長鄭文燦民進黨提名的桃園區
1666,域立委參選人范綱祥鄭運鵬黃世杰等人陪同，分別前往桃園明倫三聖宮楊梅高山頂啟
1666,明宮參香
1666,，致詞中，立委鄭運鵬也直喊，雖然有點不
1666,好意思，但總統我也愛你
1666,蔡英文表示，來明倫三聖宮祈求關聖帝君幫忙，讓賴清德順利當選國會過半
1666,回憶起過去
1666,，蔡英文希望桃園成為下個時代的領頭羊，所以鄭文燦市長在任內八年從基礎建設開始做
1666,起，如今鐵路地下化，也已經動工
1666,鐵路地下化是座現代都會的指標，所以再大的投資都
1666,是值得的，希望鄭運鵬范綱祥努力把選上，監督鐵路地下化工程
1666,同時也稱讚桃園在這八
1666,年內，機場捷運開始營運，捷運網已經逐漸開始定案興建，讓桃園的都市發展更有底氣
1666,蔡英文話鋒轉，講述除了興建公共建設，自己也不忘還債，年至今已還債多億，
1666,今年的還債目標更是這
1666,的次
1666,年的總稅收兆，去年已達兆，今年也
1666,定會超過去年
1666,蔡英文說，照顧老人家讓年輕人無後顧之憂，長照預算也從年億元成長到多億
1666,也
1666,不忘投資國家的未來年輕人，提出歲國家跟你起養
1666,蔡英文最後說道台灣
1666,的進步已經開始，就不要停下來，讓接棒蔡英文的人可以繼續往前走，所以要拜託大家支持
1666,賴清德讓他繼續接棒
1666,鄭文燦表示
